,PRODUCT,Coal and coal products,Peat and peat products,Oil shale and oil sands,"Crude, NGL and feedstocks",Oil products,Natural gas,Nuclear,Hydro,Geothermal,Solar/wind/other,Biofuels and waste,Heat production from non-specified combustible fuels,Electricity,Heat,Total,Memo: Renewables,"Memo: Coal, peat and oil shale",Memo: Primary and secondary oil,"Memo: Geothermal, solar/wind/other, heat, electricity"
FLOW,TIME
   Gas works,1980,3317,0,0,0,-3344,0,0,0,0,0,0,0,0,0,-27,0,3317,-3344,0
   Gas works,1981,3179,0,0,0,-3686,0,0,0,0,0,0,0,0,0,-507,0,3179,-3686,0
   Gas works,1982,2825,0,0,0,-3760,0,0,0,0,0,0,0,0,0,-935,0,2825,-3760,0
   Gas works,1983,2731,0,0,0,-3613,0,0,0,0,0,0,0,0,0,-882,0,2731,-3613,0
   Gas works,1984,2135,0,0,0,-4253,0,0,0,0,0,0,0,0,0,-2118,0,2135,-4253,0
   Gas works,1985,2322,0,0,0,-3273,0,0,0,0,0,0,0,0,0,-952,0,2322,-3273,0
   Gas works,1986,2201,0,0,0,-3150,0,0,0,0,0,0,0,0,0,-949,0,2201,-3150,0
   Gas works,1987,2269,0,0,0,-3115,0,0,0,0,0,0,0,0,0,-846,0,2269,-3115,0
   Gas works,1988,2859,0,0,0,-3380,0,0,0,0,0,0,0,0,0,-521,0,2859,-3380,0
   Gas works,1989,2138,0,0,0,-3354,0,0,0,0,0,0,0,0,0,-1216,0,2138,-3354,0
   Gas works,1990,-412,0,0,0,-3253,3887,0,0,0,0,-12,0,0,0,210,-12,-412,-3253,0
   Gas works,1991,-345,0,0,0,-3429,4007,0,0,0,0,-10,0,0,0,223,-10,-345,-3429,0
   Gas works,1992,-330,0,0,0,-3485,4070,0,0,0,0,-9,0,0,0,245,-9,-330,-3485,0
   Gas works,1993,-324,0,0,0,-3580,4161,0,0,0,0,-1,0,0,0,256,-1,-324,-3580,0
   Gas works,1994,-261,0,0,0,-3383,3908,0,0,0,0,-1,0,0,0,263,-1,-261,-3383,0
   Gas works,1995,-262,0,0,0,-3601,4139,0,0,0,0,-1,0,0,0,275,-1,-262,-3601,0
   Gas works,1996,-256,0,0,0,-3370,3928,0,0,0,0,-1,0,0,0,300,-1,-256,-3370,0
   Gas works,1997,-207,0,0,0,-3137,3652,0,0,0,0,-1,0,0,0,307,-1,-207,-3137,0
   Gas works,1998,-198,0,0,0,-2957,3471,0,0,0,0,-1,0,0,0,316,-1,-198,-2957,0
   Gas works,1999,-209,0,0,0,-3016,3547,0,0,0,0,-1,0,0,0,321,-1,-209,-3016,0
   Gas works,2000,-206,0,0,0,-2851,3431,0,0,0,0,-1,0,0,0,374,-1,-206,-2851,0
   Gas works,2001,-167,0,0,0,-2608,3158,0,0,0,0,-1,0,0,0,383,-1,-167,-2608,0
   Gas works,2002,-169,0,0,0,-2503,3055,0,0,0,0,-1,0,0,0,382,-1,-169,-2503,0
   Gas works,2003,-122,0,0,0,-2112,2634,0,0,0,0,-1,0,0,0,398,-1,-122,-2112,0
   Gas works,2004,-59,0,0,0,-1969,2418,0,0,0,0,-1,0,0,0,390,-1,-59,-1969,0
   Gas works,2005,-43,0,0,0,-1728,2176,0,0,0,0,-1,0,0,0,404,-1,-43,-1728,0
   Gas works,2006,0,0,0,0,-1184,1604,0,0,0,0,0,0,0,0,420,0,0,-1184,0
   Gas works,2007,0,0,0,0,-1168,1569,0,0,0,0,0,0,0,0,401,0,0,-1168,0
   Gas works,2008,0,0,0,0,-1089,1481,0,0,0,0,0,0,0,0,392,0,0,-1089,0
   Gas works,2009,0,0,0,0,-1116,1490,0,0,0,0,0,0,0,0,375,0,0,-1116,0
   Gas works,2010,0,0,0,0,-1215,1577,0,0,0,0,0,0,0,0,362,0,0,-1215,0
   Gas works,2011,0,0,0,0,-1319,1666,0,0,0,0,0,0,0,0,347,0,0,-1319,0
   Gas works,2012,0,0,0,0,-1348,1681,0,0,0,0,0,0,0,0,333,0,0,-1348,0
   Gas works,2013,0,0,0,0,-1395,1696,0,0,0,0,-2,0,0,0,299,-2,0,-1395,0
   Gas works,2014,0,0,0,0,-1464,1751,0,0,0,0,-3,0,0,0,285,-3,0,-1464,0
   Gas works,2015,0,0,0,0,-1194,1476,0,0,0,0,-2,0,0,0,279,-2,0,-1194,0
   Gas works,2016,0,0,0,0,-1236,1507,0,0,0,0,-3,0,0,0,268,-3,0,-1236,0
   Gas works,2017,0,0,0,0,-1383,1656,0,0,0,0,-3,0,0,0,270,-3,0,-1383,0
   Gas works,2018,0,0,0,0,-1412,1659,0,0,0,0,-3,0,0,0,245,-3,0,-1412,0
   Gas works,2019,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
   Coke ovens,1960,165,0,0,0,0,0,0,0,0,0,0,0,0,0,165,0,165,0,0
   Coke ovens,1961,236,0,0,0,0,0,0,0,0,0,0,0,0,0,236,0,236,0,0
   Coke ovens,1962,222,0,0,0,0,0,0,0,0,0,0,0,0,0,222,0,222,0,0
   Coke ovens,1963,214,0,0,0,0,0,0,0,0,0,0,0,0,0,214,0,214,0,0
   Coke ovens,1964,222,0,0,0,0,0,0,0,0,0,0,0,0,0,222,0,222,0,0
   Coke ovens,1965,15,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,15,0,0
   Coke ovens,1966,-534,0,0,0,0,0,0,0,0,0,0,0,0,0,-534,0,-534,0,0
   Coke ovens,1967,-927,0,0,0,0,0,0,0,0,0,0,0,0,0,-927,0,-927,0,0
   Coke ovens,1968,-1103,0,0,0,0,0,0,0,0,0,0,0,0,0,-1103,0,-1103,0,0
   Coke ovens,1969,-1490,0,0,0,0,0,0,0,0,0,0,0,0,0,-1490,0,-1490,0,0
   Coke ovens,1970,-2024,0,0,0,0,0,0,0,0,0,0,0,0,0,-2024,0,-2024,0,0
   Coke ovens,1971,-2120,0,0,0,0,0,0,0,0,0,0,0,0,0,-2120,0,-2120,0,0
   Coke ovens,1972,-2579,0,0,0,0,0,0,0,0,0,0,0,0,0,-2579,0,-2579,0,0
   Coke ovens,1973,-2104,0,0,0,0,0,0,0,0,0,0,0,0,0,-2104,0,-2104,0,0
   Coke ovens,1974,-5845,0,0,0,0,0,0,0,0,0,0,0,0,0,-5845,0,-5845,0,0
   Coke ovens,1975,-4496,0,0,0,0,0,0,0,0,0,0,0,0,0,-4496,0,-4496,0,0
   Coke ovens,1976,-3817,0,0,0,0,0,0,0,0,0,0,0,0,0,-3817,0,-3817,0,0
   Coke ovens,1977,-3541,0,0,0,0,0,0,0,0,0,0,0,0,0,-3541,0,-3541,0,0
   Coke ovens,1978,-3203,0,0,0,0,0,0,0,0,0,0,0,0,0,-3203,0,-3203,0,0
   Coke ovens,1979,-3315,0,0,0,0,0,0,0,0,0,0,0,0,0,-3315,0,-3315,0,0
   Coke ovens,1980,-9166,0,0,0,0,0,0,0,0,0,0,0,0,0,-9166,0,-9166,0,0
   Coke ovens,1981,-10764,0,0,0,0,0,0,0,0,0,0,0,0,0,-10764,0,-10764,0,0
   Coke ovens,1982,-6848,0,0,0,-970,0,0,0,0,0,0,0,0,0,-7818,0,-6848,-970,0
   Coke ovens,1983,-6421,0,0,0,-905,0,0,0,0,0,0,0,0,0,-7326,0,-6421,-905,0
   Coke ovens,1984,-7345,0,0,0,-760,0,0,0,0,0,0,0,0,0,-8104,0,-7345,-760,0
   Coke ovens,1985,-7772,0,0,0,-540,0,0,0,0,0,0,0,0,0,-8312,0,-7772,-540,0
   Coke ovens,1986,-7695,0,0,0,-600,0,0,0,0,0,0,0,0,0,-8295,0,-7695,-600,0
   Coke ovens,1987,-7045,0,0,0,-673,0,0,0,0,0,0,0,0,0,-7719,0,-7045,-673,0
   Coke ovens,1988,-7783,0,0,0,-601,0,0,0,0,0,0,0,0,0,-8383,0,-7783,-601,0
   Coke ovens,1989,-7481,0,0,0,-904,0,0,0,0,0,0,0,0,0,-8385,0,-7481,-904,0
   Coke ovens,1990,-4359,0,0,0,-619,0,0,0,0,0,0,0,0,0,-4978,0,-4359,-619,0
   Coke ovens,1991,-3983,0,0,0,-623,0,0,0,0,0,0,0,0,0,-4606,0,-3983,-623,0
   Coke ovens,1992,-3438,0,0,0,-518,0,0,0,0,0,0,0,0,0,-3956,0,-3438,-518,0
   Coke ovens,1993,-3277,0,0,0,-576,0,0,0,0,0,0,0,0,0,-3853,0,-3277,-576,0
   Coke ovens,1994,-2346,0,0,0,-612,0,0,0,0,0,0,0,0,0,-2958,0,-2346,-612,0
   Coke ovens,1995,-2182,0,0,0,-554,0,0,0,0,0,0,0,0,0,-2736,0,-2182,-554,0
   Coke ovens,1996,-1959,0,0,0,-613,0,0,0,0,0,0,0,0,0,-2572,0,-1959,-613,0
   Coke ovens,1997,-1479,0,0,0,-726,0,0,0,0,0,0,0,0,0,-2205,0,-1479,-726,0
   Coke ovens,1998,-937,0,0,0,-815,0,0,0,0,0,0,0,0,0,-1751,0,-937,-815,0
   Coke ovens,1999,-1187,0,0,0,-757,0,0,0,0,0,0,0,0,0,-1944,0,-1187,-757,0
   Coke ovens,2000,-1235,0,0,0,-769,0,0,0,0,0,0,0,0,0,-2004,0,-1235,-769,0
   Coke ovens,2001,-1153,0,0,0,-631,0,0,0,0,0,0,0,0,0,-1783,0,-1153,-631,0
   Coke ovens,2002,-1001,0,0,0,-677,0,0,0,0,0,0,0,0,0,-1678,0,-1001,-677,0
   Coke ovens,2003,-955,0,0,0,-506,0,0,0,0,0,0,0,0,0,-1461,0,-955,-506,0
   Coke ovens,2004,-1076,0,0,0,-499,0,0,0,0,0,0,0,0,0,-1575,0,-1076,-499,0
   Coke ovens,2005,-1955,0,0,0,-492,0,0,0,0,0,0,0,0,0,-2447,0,-1955,-492,0
   Coke ovens,2006,-2081,0,0,0,-501,0,0,0,0,0,0,0,0,0,-2583,0,-2081,-501,0
   Coke ovens,2007,-1927,0,0,0,-501,0,0,0,0,0,0,0,0,0,-2427,0,-1927,-501,0
   Coke ovens,2008,-1930,0,0,0,-546,0,0,0,0,0,0,0,0,0,-2476,0,-1930,-546,0
   Coke ovens,2009,-1868,0,0,0,-562,0,0,0,0,0,0,0,0,0,-2430,0,-1868,-562,0
   Coke ovens,2010,-1830,0,0,0,-534,0,0,0,0,0,-2,0,0,0,-2366,0,-1830,-534,0
   Coke ovens,2011,-1754,0,0,0,-387,0,0,0,0,0,-10,0,0,0,-2152,0,-1754,-387,0
   Coke ovens,2012,-1588,0,0,0,-413,0,0,0,0,0,-9,0,0,0,-2010,0,-1588,-413,0
   Coke ovens,2013,-1638,0,0,0,-430,0,0,0,0,0,-130,0,0,0,-2199,0,-1638,-430,0
   Coke ovens,2014,-1611,0,0,0,-495,0,0,0,0,0,-123,0,0,0,-2229,0,-1611,-495,0
   Coke ovens,2015,-1555,0,0,0,-473,0,0,0,0,0,-114,0,0,0,-2141,0,-1555,-473,0
   Coke ovens,2016,-1562,0,0,0,-505,0,0,0,0,0,-116,0,0,0,-2182,0,-1562,-505,0
   Coke ovens,2017,-1572,0,0,0,-451,0,0,0,0,0,-113,0,0,0,-2136,0,-1572,-451,0
   Coke ovens,2018,-1617,0,0,0,-451,0,0,0,0,0,-108,0,0,0,-2176,0,-1617,-451,0
   Coke ovens,2019,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
   Patent fuel plants,1960,215,0,0,0,0,0,0,0,0,0,0,0,0,0,215,0,215,0,0
   Patent fuel plants,1961,199,0,0,0,0,0,0,0,0,0,0,0,0,0,199,0,199,0,0
   Patent fuel plants,1962,199,0,0,0,0,0,0,0,0,0,0,0,0,0,199,0,199,0,0
   Patent fuel plants,1963,129,0,0,0,0,0,0,0,0,0,0,0,0,0,129,0,129,0,0
   Patent fuel plants,1964,199,0,0,0,0,0,0,0,0,0,0,0,0,0,199,0,199,0,0
   Patent fuel plants,1965,182,0,0,0,0,0,0,0,0,0,0,0,0,0,182,0,182,0,0
   Patent fuel plants,1966,193,0,0,0,0,0,0,0,0,0,0,0,0,0,193,0,193,0,0
   Patent fuel plants,1967,279,0,0,0,0,0,0,0,0,0,0,0,0,0,279,0,279,0,0
   Patent fuel plants,1968,296,0,0,0,0,0,0,0,0,0,0,0,0,0,296,0,296,0,0
   Patent fuel plants,1969,247,0,0,0,0,0,0,0,0,0,0,0,0,0,247,0,247,0,0
   Patent fuel plants,1970,118,0,0,0,0,0,0,0,0,0,0,0,0,0,118,0,118,0,0
   Patent fuel plants,1971,-426,0,0,0,0,0,0,0,0,0,0,0,0,0,-426,0,-426,0,0
   Patent fuel plants,1972,124,0,0,0,0,0,0,0,0,0,0,0,0,0,124,0,124,0,0
   Patent fuel plants,1973,-8,0,0,0,0,0,0,0,0,0,0,0,0,0,-8,0,-8,0,0
   Patent fuel plants,1974,-22,0,0,0,0,0,0,0,0,0,0,0,0,0,-22,0,-22,0,0
   Patent fuel plants,1975,54,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,54,0,0
   Patent fuel plants,1976,89,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0,89,0,0
   Patent fuel plants,1977,10,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0
   Patent fuel plants,1978,97,0,0,0,0,0,0,0,0,0,0,0,0,0,97,0,97,0,0
   Patent fuel plants,1979,105,0,0,0,0,0,0,0,0,0,0,0,0,0,105,0,105,0,0
   Patent fuel plants,1980,53,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,53,0,0
   Patent fuel plants,1981,26,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,26,0,0
   Patent fuel plants,1982,79,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,79,0,0
   Patent fuel plants,1983,60,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,60,0,0
   Patent fuel plants,1984,45,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,45,0,0
   Patent fuel plants,1985,-44,0,0,0,0,0,0,0,0,0,0,0,0,0,-44,0,-44,0,0
   Patent fuel plants,1986,35,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,35,0,0
   Patent fuel plants,1987,9,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9,0,0
   Patent fuel plants,1988,30,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,30,0,0
   Patent fuel plants,1989,13,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,13,0,0
   Patent fuel plants,1990,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0
   Patent fuel plants,1991,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0
   Patent fuel plants,1992,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0
   Patent fuel plants,1993,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0
   Patent fuel plants,1994,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0
   Patent fuel plants,1995,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0
   Patent fuel plants,1996,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0
   Patent fuel plants,1997,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0
   Patent fuel plants,1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Patent fuel plants,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Patent fuel plants,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Patent fuel plants,2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Patent fuel plants,2002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Patent fuel plants,2003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Patent fuel plants,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Patent fuel plants,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Patent fuel plants,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Patent fuel plants,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Patent fuel plants,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Patent fuel plants,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Patent fuel plants,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Patent fuel plants,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Patent fuel plants,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Patent fuel plants,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Patent fuel plants,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Patent fuel plants,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Patent fuel plants,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Patent fuel plants,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Patent fuel plants,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Patent fuel plants,2019,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
   BKB/peat briquettes plants,1960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   BKB/peat briquettes plants,1961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   BKB/peat briquettes plants,1962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   BKB/peat briquettes plants,1963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   BKB/peat briquettes plants,1964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   BKB/peat briquettes plants,1965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   BKB/peat briquettes plants,1966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   BKB/peat briquettes plants,1967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   BKB/peat briquettes plants,1968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   BKB/peat briquettes plants,1969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   BKB/peat briquettes plants,1970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   BKB/peat briquettes plants,1971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   BKB/peat briquettes plants,1972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   BKB/peat briquettes plants,1973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   BKB/peat briquettes plants,1974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   BKB/peat briquettes plants,1975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   BKB/peat briquettes plants,1976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   BKB/peat briquettes plants,1977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   BKB/peat briquettes plants,1978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   BKB/peat briquettes plants,1979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   BKB/peat briquettes plants,1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   BKB/peat briquettes plants,1981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   BKB/peat briquettes plants,1982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   BKB/peat briquettes plants,1983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   BKB/peat briquettes plants,1984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   BKB/peat briquettes plants,1985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   BKB/peat briquettes plants,1986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   BKB/peat briquettes plants,1987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   BKB/peat briquettes plants,1988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   BKB/peat briquettes plants,1989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   BKB/peat briquettes plants,1990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   BKB/peat briquettes plants,1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   BKB/peat briquettes plants,1992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   BKB/peat briquettes plants,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   BKB/peat briquettes plants,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   BKB/peat briquettes plants,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   BKB/peat briquettes plants,1996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   BKB/peat briquettes plants,1997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   BKB/peat briquettes plants,1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   BKB/peat briquettes plants,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   BKB/peat briquettes plants,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   BKB/peat briquettes plants,2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   BKB/peat briquettes plants,2002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   BKB/peat briquettes plants,2003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   BKB/peat briquettes plants,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   BKB/peat briquettes plants,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   BKB/peat briquettes plants,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   BKB/peat briquettes plants,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   BKB/peat briquettes plants,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   BKB/peat briquettes plants,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   BKB/peat briquettes plants,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   BKB/peat briquettes plants,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   BKB/peat briquettes plants,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   BKB/peat briquettes plants,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   BKB/peat briquettes plants,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   BKB/peat briquettes plants,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   BKB/peat briquettes plants,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   BKB/peat briquettes plants,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   BKB/peat briquettes plants,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   BKB/peat briquettes plants,2019,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
   Oil refineries,1960,0,0,0,-27201,26382,0,0,0,0,0,0,0,0,0,-819,0,0,-819,0
   Oil refineries,1961,0,0,0,-32218,32336,0,0,0,0,0,0,0,0,0,119,0,0,119,0
   Oil refineries,1962,0,0,0,-38381,38553,0,0,0,0,0,0,0,0,0,172,0,0,172,0
   Oil refineries,1963,0,0,0,-49770,49410,0,0,0,0,0,0,0,0,0,-360,0,0,-360,0
   Oil refineries,1964,0,0,0,-59964,61581,0,0,0,0,0,0,0,0,0,1617,0,0,1617,0
   Oil refineries,1965,0,0,0,-70470,74093,0,0,0,0,0,0,0,0,0,3623,0,0,3623,0
   Oil refineries,1966,0,0,0,-83935,90743,0,0,0,0,0,0,0,0,0,6808,0,0,6808,0
   Oil refineries,1967,0,0,0,-101978,107686,0,0,0,0,0,0,0,0,0,5708,0,0,5708,0
   Oil refineries,1968,0,0,0,-117628,124290,0,0,0,0,0,0,0,0,0,6662,0,0,6662,0
   Oil refineries,1969,0,0,0,-139267,148768,0,0,0,0,0,0,0,0,0,9502,0,0,9502,0
   Oil refineries,1970,0,0,0,-164185,164914,0,0,0,0,0,0,0,0,0,729,0,0,729,0
   Oil refineries,1971,0,0,0,-182444,183799,0,0,0,0,0,0,0,0,0,1355,0,0,1355,0
   Oil refineries,1972,0,0,0,-192805,193070,0,0,0,0,0,0,0,0,0,265,0,0,265,0
   Oil refineries,1973,0,0,0,-228324,228280,0,0,0,0,0,0,0,0,0,-45,0,0,-45,0
   Oil refineries,1974,0,0,0,-223431,221701,0,0,0,0,0,0,0,0,0,-1729,0,0,-1729,0
   Oil refineries,1975,0,0,0,-207152,210458,0,0,0,0,0,0,0,0,0,3306,0,0,3306,0
   Oil refineries,1976,0,0,0,-214529,216277,0,0,0,0,0,0,0,0,0,1748,0,0,1748,0
   Oil refineries,1977,0,0,0,-220927,221183,0,0,0,0,0,0,0,0,0,256,0,0,256,0
   Oil refineries,1978,0,0,0,-219030,220058,0,0,0,0,0,0,0,0,0,1027,0,0,1027,0
   Oil refineries,1979,0,0,0,-223959,223475,0,0,0,0,0,0,0,0,0,-484,0,0,-484,0
   Oil refineries,1980,0,0,0,-206917,206627,0,0,0,0,0,0,0,0,0,-290,0,0,-290,0
   Oil refineries,1981,0,0,0,-188715,188913,0,0,0,0,0,0,0,0,0,198,0,0,198,0
   Oil refineries,1982,0,0,0,-172165,175099,0,0,0,0,0,0,0,0,0,2934,0,0,2934,0
   Oil refineries,1983,0,0,0,-165560,168668,0,0,0,0,0,0,0,0,0,3108,0,0,3108,0
   Oil refineries,1984,0,0,0,-171217,173585,0,0,0,0,0,0,0,0,0,2368,0,0,2368,0
   Oil refineries,1985,0,0,0,-159812,161235,0,0,0,0,0,0,0,0,0,1423,0,0,1423,0
   Oil refineries,1986,0,0,0,-154154,155944,0,0,0,0,0,0,0,0,0,1790,0,0,1790,0
   Oil refineries,1987,0,0,0,-148333,151073,0,0,0,0,0,0,0,0,0,2739,0,0,2739,0
   Oil refineries,1988,0,0,0,-153634,157221,0,0,0,0,0,0,0,0,0,3587,0,0,3587,0
   Oil refineries,1989,0,0,0,-162445,164281,0,0,0,0,0,0,0,0,0,1836,0,0,1836,0
   Oil refineries,1990,0,0,0,-181311,183735,0,0,0,0,0,0,0,0,0,2423,0,0,2423,0
   Oil refineries,1991,0,0,0,-190386,193424,0,0,0,0,0,0,0,0,0,3038,0,0,3038,0
   Oil refineries,1992,0,0,0,-200891,203405,0,0,0,0,0,0,0,0,0,2513,0,0,2513,0
   Oil refineries,1993,0,0,0,-206938,209354,0,0,0,0,0,0,0,0,0,2415,0,0,2415,0
   Oil refineries,1994,0,0,0,-216666,218845,0,0,0,0,0,0,0,0,0,2179,0,0,2179,0
